REF_DATE,AIRPORTS,WEIGHT_IN_KG,VALUE,YEAR,GEO
2023-03-01,"Victoria Harbour, British Columbia","2,001 to 4,000 kilograms",1075,2023,British Columbia
2023-03-01,"Victoria Harbour, British Columbia","4,001 to 5,670 kilograms",946,2023,British Columbia
2023-03-01,"Victoria Harbour, British Columbia","5,671 to 9,000 kilograms",2,2023,British Columbia
2023-03-01,"Victoria Harbour, British Columbia","9,001 to 18,000 kilograms",24,2023,British Columbia
2023-03-01,"Victoria Harbour, British Columbia","18,001 to 35,000 kilograms",NA,2023,British Columbia
2023-03-01,"Victoria Harbour, British Columbia","35,001 to 70,000 kilograms",NA,2023,British Columbia
2023-03-01,"Victoria Harbour, British Columbia","70,001 to 90,000 kilograms",NA,2023,British Columbia
2023-03-01,"Victoria Harbour, British Columbia","90,001 to 136,000 kilograms",NA,2023,British Columbia
2023-03-01,"Victoria Harbour, British Columbia","136,001 kilograms and over",NA,2023,British Columbia
2023-03-01,"Victoria International, British Columbia","2,000 kilograms and under",2564,2023,British Columbia
2023-03-01,"Victoria International, British Columbia","2,001 to 4,000 kilograms",539,2023,British Columbia
2023-03-01,"Victoria International, British Columbia","4,001 to 5,670 kilograms",147,2023,British Columbia
2023-03-01,"Victoria International, British Columbia","5,671 to 9,000 kilograms",359,2023,British Columbia
2023-03-01,"Victoria International, British Columbia","9,001 to 18,000 kilograms",216,2023,British Columbia
2023-03-01,"Victoria International, British Columbia","18,001 to 35,000 kilograms",875,2023,British Columbia
2023-03-01,"Victoria International, British Columbia","35,001 to 70,000 kilograms",491,2023,British Columbia
2023-03-01,"Victoria International, British Columbia","70,001 to 90,000 kilograms",31,2023,British Columbia
2023-03-01,"Victoria International, British Columbia","90,001 to 136,000 kilograms",NA,2023,British Columbia
2023-03-01,"Victoria International, British Columbia","136,001 kilograms and over",NA,2023,British Columbia
2023-03-01,"Wabush, Newfoundland and Labrador","2,000 kilograms and under",10,2023,Newfoundland and Labrador
2023-03-01,"Wabush, Newfoundland and Labrador","2,001 to 4,000 kilograms",1,2023,Newfoundland and Labrador
2023-03-01,"Wabush, Newfoundland and Labrador","4,001 to 5,670 kilograms",78,2023,Newfoundland and Labrador
2023-03-01,"Wabush, Newfoundland and Labrador","5,671 to 9,000 kilograms",110,2023,Newfoundland and Labrador
2023-03-01,"Wabush, Newfoundland and Labrador","9,001 to 18,000 kilograms",94,2023,Newfoundland and Labrador
2023-03-01,"Wabush, Newfoundland and Labrador","18,001 to 35,000 kilograms",292,2023,Newfoundland and Labrador
2023-03-01,"Wabush, Newfoundland and Labrador","35,001 to 70,000 kilograms",46,2023,Newfoundland and Labrador
2023-03-01,"Wabush, Newfoundland and Labrador","70,001 to 90,000 kilograms",NA,2023,Newfoundland and Labrador
2023-03-01,"Wabush, Newfoundland and Labrador","90,001 to 136,000 kilograms",NA,2023,Newfoundland and Labrador
2023-03-01,"Wabush, Newfoundland and Labrador","136,001 kilograms and over",NA,2023,Newfoundland and Labrador
2023-03-01,"Whitecourt, Alberta","2,000 kilograms and under",607,2023,Alberta
2023-03-01,"Whitecourt, Alberta","2,001 to 4,000 kilograms",2,2023,Alberta
2023-03-01,"Whitecourt, Alberta","4,001 to 5,670 kilograms",34,2023,Alberta
2023-03-01,"Whitecourt, Alberta","5,671 to 9,000 kilograms",25,2023,Alberta
2023-03-01,"Whitecourt, Alberta","9,001 to 18,000 kilograms",4,2023,Alberta
2023-03-01,"Whitecourt, Alberta","18,001 to 35,000 kilograms",4,2023,Alberta
2023-03-01,"Whitecourt, Alberta","35,001 to 70,000 kilograms",NA,2023,Alberta
2023-03-01,"Whitecourt, Alberta","70,001 to 90,000 kilograms",NA,2023,Alberta
2023-03-01,"Whitecourt, Alberta","90,001 to 136,000 kilograms",NA,2023,Alberta
2023-03-01,"Whitecourt, Alberta","136,001 kilograms and over",NA,2023,Alberta
2023-03-01,"Whitehorse/Erik Nielsen International, Yukon","2,000 kilograms and under",783,2023,Yukon
2023-03-01,"Whitehorse/Erik Nielsen International, Yukon","2,001 to 4,000 kilograms",129,2023,Yukon
2023-03-01,"Whitehorse/Erik Nielsen International, Yukon","4,001 to 5,670 kilograms",112,2023,Yukon
2023-03-01,"Whitehorse/Erik Nielsen International, Yukon","5,671 to 9,000 kilograms",122,2023,Yukon
2023-03-01,"Whitehorse/Erik Nielsen International, Yukon","9,001 to 18,000 kilograms",21,2023,Yukon
2023-03-01,"Whitehorse/Erik Nielsen International, Yukon","18,001 to 35,000 kilograms",81,2023,Yukon
2023-03-01,"Whitehorse/Erik Nielsen International, Yukon","35,001 to 70,000 kilograms",301,2023,Yukon
2023-03-01,"Whitehorse/Erik Nielsen International, Yukon","70,001 to 90,000 kilograms",2,2023,Yukon
2023-03-01,"Whitehorse/Erik Nielsen International, Yukon","90,001 to 136,000 kilograms",NA,2023,Yukon
2023-03-01,"Whitehorse/Erik Nielsen International, Yukon","136,001 kilograms and over",NA,2023,Yukon
2023-03-01,"Williams Lake, British Columbia","2,000 kilograms and under",117,2023,British Columbia
2023-03-01,"Williams Lake, British Columbia","2,001 to 4,000 kilograms",10,2023,British Columbia
2023-03-01,"Williams Lake, British Columbia","4,001 to 5,670 kilograms",30,2023,British Columbia
2023-03-01,"Williams Lake, British Columbia","5,671 to 9,000 kilograms",208,2023,British Columbia
2023-03-01,"Williams Lake, British Columbia","9,001 to 18,000 kilograms",10,2023,British Columbia
2023-03-01,"Williams Lake, British Columbia","18,001 to 35,000 kilograms",2,2023,British Columbia
2023-03-01,"Williams Lake, British Columbia","35,001 to 70,000 kilograms",NA,2023,British Columbia
2023-03-01,"Williams Lake, British Columbia","70,001 to 90,000 kilograms",2,2023,British Columbia
2023-03-01,"Williams Lake, British Columbia","90,001 to 136,000 kilograms",NA,2023,British Columbia
2023-03-01,"Williams Lake, British Columbia","136,001 kilograms and over",NA,2023,British Columbia
2023-03-01,"Windsor, Ontario","2,000 kilograms and under",1074,2023,Ontario
2023-03-01,"Windsor, Ontario","2,001 to 4,000 kilograms",252,2023,Ontario
2023-03-01,"Windsor, Ontario","4,001 to 5,670 kilograms",39,2023,Ontario
2023-03-01,"Windsor, Ontario","5,671 to 9,000 kilograms",88,2023,Ontario
2023-03-01,"Windsor, Ontario","9,001 to 18,000 kilograms",57,2023,Ontario
2023-03-01,"Windsor, Ontario","18,001 to 35,000 kilograms",261,2023,Ontario
2023-03-01,"Windsor, Ontario","35,001 to 70,000 kilograms",68,2023,Ontario
2023-03-01,"Windsor, Ontario","70,001 to 90,000 kilograms",40,2023,Ontario
2023-03-01,"Windsor, Ontario","90,001 to 136,000 kilograms",NA,2023,Ontario
2023-03-01,"Windsor, Ontario","136,001 kilograms and over",NA,2023,Ontario
2023-03-01,"Winnipeg/James Armstrong Richardson International, Manitoba","2,000 kilograms and under",215,2023,Manitoba
2023-03-01,"Winnipeg/James Armstrong Richardson International, Manitoba","2,001 to 4,000 kilograms",326,2023,Manitoba
2023-03-01,"Winnipeg/James Armstrong Richardson International, Manitoba","4,001 to 5,670 kilograms",2428,2023,Manitoba
2023-03-01,"Winnipeg/James Armstrong Richardson International, Manitoba","5,671 to 9,000 kilograms",267,2023,Manitoba
2023-03-01,"Winnipeg/James Armstrong Richardson International, Manitoba","9,001 to 18,000 kilograms",497,2023,Manitoba
2023-03-01,"Winnipeg/James Armstrong Richardson International, Manitoba","18,001 to 35,000 kilograms",998,2023,Manitoba
2023-03-01,"Winnipeg/James Armstrong Richardson International, Manitoba","35,001 to 70,000 kilograms",1870,2023,Manitoba
2023-03-01,"Winnipeg/James Armstrong Richardson International, Manitoba","70,001 to 90,000 kilograms",693,2023,Manitoba
2023-03-01,"Winnipeg/James Armstrong Richardson International, Manitoba","90,001 to 136,000 kilograms",442,2023,Manitoba
2023-03-01,"Winnipeg/James Armstrong Richardson International, Manitoba","136,001 kilograms and over",153,2023,Manitoba
2023-03-01,"Winnipeg/St. Andrews, Manitoba","2,000 kilograms and under",3231,2023,Manitoba
2023-03-01,"Winnipeg/St. Andrews, Manitoba","2,001 to 4,000 kilograms",1088,2023,Manitoba
2023-03-01,"Winnipeg/St. Andrews, Manitoba","4,001 to 5,670 kilograms",367,2023,Manitoba
2023-03-01,"Winnipeg/St. Andrews, Manitoba","5,671 to 9,000 kilograms",NA,2023,Manitoba
2023-03-01,"Winnipeg/St. Andrews, Manitoba","9,001 to 18,000 kilograms",12,2023,Manitoba
2023-03-01,"Winnipeg/St. Andrews, Manitoba","18,001 to 35,000 kilograms",NA,2023,Manitoba
2023-03-01,"Winnipeg/St. Andrews, Manitoba","35,001 to 70,000 kilograms",NA,2023,Manitoba
2023-03-01,"Winnipeg/St. Andrews, Manitoba","70,001 to 90,000 kilograms",NA,2023,Manitoba
2023-03-01,"Winnipeg/St. Andrews, Manitoba","90,001 to 136,000 kilograms",NA,2023,Manitoba
2023-03-01,"Winnipeg/St. Andrews, Manitoba","136,001 kilograms and over",NA,2023,Manitoba
2023-03-01,"Yellowknife, Northwest Territories","2,000 kilograms and under",518,2023,Northwest Territories
2023-03-01,"Yellowknife, Northwest Territories","2,001 to 4,000 kilograms",128,2023,Northwest Territories
2023-03-01,"Yellowknife, Northwest Territories","4,001 to 5,670 kilograms",917,2023,Northwest Territories
2023-03-01,"Yellowknife, Northwest Territories","5,671 to 9,000 kilograms",327,2023,Northwest Territories
2023-03-01,"Yellowknife, Northwest Territories","9,001 to 18,000 kilograms",234,2023,Northwest Territories
2023-03-01,"Yellowknife, Northwest Territories","18,001 to 35,000 kilograms",660,2023,Northwest Territories
2023-03-01,"Yellowknife, Northwest Territories","35,001 to 70,000 kilograms",684,2023,Northwest Territories
2023-03-01,"Yellowknife, Northwest Territories","70,001 to 90,000 kilograms",4,2023,Northwest Territories
2023-03-01,"Yellowknife, Northwest Territories","90,001 to 136,000 kilograms",NA,2023,Northwest Territories
2023-03-01,"Yellowknife, Northwest Territories","136,001 kilograms and over",NA,2023,Northwest Territories
2023-03-01,"Baie-Comeau, Quebec","2,000 kilograms and under",76,2023,Quebec
2023-03-01,"Baie-Comeau, Quebec","2,001 to 4,000 kilograms",9,2023,Quebec
2023-03-01,"Baie-Comeau, Quebec","4,001 to 5,670 kilograms",96,2023,Quebec
2023-03-01,"Baie-Comeau, Quebec","5,671 to 9,000 kilograms",64,2023,Quebec
2023-03-01,"Baie-Comeau, Quebec","9,001 to 18,000 kilograms",28,2023,Quebec
2023-03-01,"Baie-Comeau, Quebec","18,001 to 35,000 kilograms",106,2023,Quebec
2023-03-01,"Baie-Comeau, Quebec","35,001 to 70,000 kilograms",NA,2023,Quebec
2023-03-01,"Baie-Comeau, Quebec","70,001 to 90,000 kilograms",NA,2023,Quebec
2023-03-01,"Baie-Comeau, Quebec","90,001 to 136,000 kilograms",NA,2023,Quebec
2023-03-01,"Baie-Comeau, Quebec","136,001 kilograms and over",NA,2023,Quebec
2023-03-01,"Buffalo Narrows, Saskatchewan","2,000 kilograms and under",74,2023,Saskatchewan
2023-03-01,"Buffalo Narrows, Saskatchewan","2,001 to 4,000 kilograms",4,2023,Saskatchewan
2023-03-01,"Buffalo Narrows, Saskatchewan","4,001 to 5,670 kilograms",31,2023,Saskatchewan
2023-03-01,"Buffalo Narrows, Saskatchewan","5,671 to 9,000 kilograms",72,2023,Saskatchewan
2023-03-01,"Buffalo Narrows, Saskatchewan","9,001 to 18,000 kilograms",18,2023,Saskatchewan
2023-03-01,"Buffalo Narrows, Saskatchewan","18,001 to 35,000 kilograms",34,2023,Saskatchewan
2023-03-01,"Buffalo Narrows, Saskatchewan","35,001 to 70,000 kilograms",NA,2023,Saskatchewan
2023-03-01,"Buffalo Narrows, Saskatchewan","70,001 to 90,000 kilograms",NA,2023,Saskatchewan
2023-03-01,"Buffalo Narrows, Saskatchewan","90,001 to 136,000 kilograms",NA,2023,Saskatchewan
2023-03-01,"Buffalo Narrows, Saskatchewan","136,001 kilograms and over",NA,2023,Saskatchewan
2023-03-01,"Chibougamau/Chapais, Quebec","2,000 kilograms and under",40,2023,Quebec
2023-03-01,"Chibougamau/Chapais, Quebec","2,001 to 4,000 kilograms",13,2023,Quebec
2023-03-01,"Chibougamau/Chapais, Quebec","4,001 to 5,670 kilograms",137,2023,Quebec
2023-03-01,"Chibougamau/Chapais, Quebec","5,671 to 9,000 kilograms",44,2023,Quebec
2023-03-01,"Chibougamau/Chapais, Quebec","9,001 to 18,000 kilograms",230,2023,Quebec
2023-03-01,"Chibougamau/Chapais, Quebec","18,001 to 35,000 kilograms",88,2023,Quebec
2023-03-01,"Chibougamau/Chapais, Quebec","35,001 to 70,000 kilograms",NA,2023,Quebec
2023-03-01,"Chibougamau/Chapais, Quebec","70,001 to 90,000 kilograms",NA,2023,Quebec
2023-03-01,"Chibougamau/Chapais, Quebec","90,001 to 136,000 kilograms",NA,2023,Quebec
2023-03-01,"Chibougamau/Chapais, Quebec","136,001 kilograms and over",NA,2023,Quebec
2023-03-01,"Comox, British Columbia","2,000 kilograms and under",208,2023,British Columbia
2023-03-01,"Comox, British Columbia","2,001 to 4,000 kilograms",8,2023,British Columbia
2023-03-01,"Comox, British Columbia","4,001 to 5,670 kilograms",6,2023,British Columbia
2023-03-01,"Comox, British Columbia","5,671 to 9,000 kilograms",126,2023,British Columbia
2023-03-01,"Comox, British Columbia","9,001 to 18,000 kilograms",316,2023,British Columbia
2023-03-01,"Comox, British Columbia","18,001 to 35,000 kilograms",308,2023,British Columbia
2023-03-01,"Comox, British Columbia","35,001 to 70,000 kilograms",63,2023,British Columbia
2023-03-01,"Comox, British Columbia","70,001 to 90,000 kilograms",64,2023,British Columbia
2023-03-01,"Comox, British Columbia","90,001 to 136,000 kilograms",NA,2023,British Columbia
2023-03-01,"Comox, British Columbia","136,001 kilograms and over",NA,2023,British Columbia
2023-03-01,"Dauphin, Manitoba","2,000 kilograms and under",94,2023,Manitoba
2023-03-01,"Dauphin, Manitoba","2,001 to 4,000 kilograms",6,2023,Manitoba
2023-03-01,"Dauphin, Manitoba","4,001 to 5,670 kilograms",50,2023,Manitoba
2023-03-01,"Dauphin, Manitoba","5,671 to 9,000 kilograms",NA,2023,Manitoba
2023-03-01,"Dauphin, Manitoba","9,001 to 18,000 kilograms",NA,2023,Manitoba
2023-03-01,"Dauphin, Manitoba","18,001 to 35,000 kilograms",NA,2023,Manitoba
2023-03-01,"Dauphin, Manitoba","35,001 to 70,000 kilograms",NA,2023,Manitoba
2023-03-01,"Dauphin, Manitoba","70,001 to 90,000 kilograms",6,2023,Manitoba
2023-03-01,"Dauphin, Manitoba","90,001 to 136,000 kilograms",NA,2023,Manitoba
2023-03-01,"Dauphin, Manitoba","136,001 kilograms and over",NA,2023,Manitoba
2023-03-01,"Dawson Creek, British Columbia","2,000 kilograms and under",163,2023,British Columbia
2023-03-01,"Dawson Creek, British Columbia","2,001 to 4,000 kilograms",8,2023,British Columbia
2023-03-01,"Dawson Creek, British Columbia","4,001 to 5,670 kilograms",37,2023,British Columbia
2023-03-01,"Dawson Creek, British Columbia","5,671 to 9,000 kilograms",58,2023,British Columbia
2023-03-01,"Dawson Creek, British Columbia","9,001 to 18,000 kilograms",12,2023,British Columbia
2023-03-01,"Dawson Creek, British Columbia","18,001 to 35,000 kilograms",NA,2023,British Columbia
2023-03-01,"Dawson Creek, British Columbia","35,001 to 70,000 kilograms",NA,2023,British Columbia
2023-03-01,"Dawson Creek, British Columbia","70,001 to 90,000 kilograms",NA,2023,British Columbia
2023-03-01,"Dawson Creek, British Columbia","90,001 to 136,000 kilograms",NA,2023,British Columbia
2023-03-01,"Dawson Creek, British Columbia","136,001 kilograms and over",NA,2023,British Columbia
2023-03-01,"Dryden Regional, Ontario","2,000 kilograms and under",117,2023,Ontario
2023-03-01,"Dryden Regional, Ontario","2,001 to 4,000 kilograms",89,2023,Ontario
2023-03-01,"Dryden Regional, Ontario","4,001 to 5,670 kilograms",237,2023,Ontario
2023-03-01,"Dryden Regional, Ontario","5,671 to 9,000 kilograms",6,2023,Ontario
2023-03-01,"Dryden Regional, Ontario","9,001 to 18,000 kilograms",NA,2023,Ontario
2023-03-01,"Dryden Regional, Ontario","18,001 to 35,000 kilograms",NA,2023,Ontario
2023-03-01,"Dryden Regional, Ontario","35,001 to 70,000 kilograms",2,2023,Ontario
2023-03-01,"Dryden Regional, Ontario","70,001 to 90,000 kilograms",2,2023,Ontario
2023-03-01,"Dryden Regional, Ontario","90,001 to 136,000 kilograms",NA,2023,Ontario
2023-03-01,"Dryden Regional, Ontario","136,001 kilograms and over",NA,2023,Ontario
2023-03-01,"Flin Flon, Manitoba","2,000 kilograms and under",22,2023,Manitoba
2023-03-01,"Flin Flon, Manitoba","2,001 to 4,000 kilograms",6,2023,Manitoba
2023-03-01,"Flin Flon, Manitoba","4,001 to 5,670 kilograms",129,2023,Manitoba
2023-03-01,"Flin Flon, Manitoba","5,671 to 9,000 kilograms",12,2023,Manitoba
2023-03-01,"Flin Flon, Manitoba","9,001 to 18,000 kilograms",6,2023,Manitoba
2023-03-01,"Flin Flon, Manitoba","18,001 to 35,000 kilograms",52,2023,Manitoba
2023-03-01,"Flin Flon, Manitoba","35,001 to 70,000 kilograms",NA,2023,Manitoba
2023-03-01,"Flin Flon, Manitoba","70,001 to 90,000 kilograms",NA,2023,Manitoba
2023-03-01,"Flin Flon, Manitoba","90,001 to 136,000 kilograms",NA,2023,Manitoba
2023-03-01,"Flin Flon, Manitoba","136,001 kilograms and over",NA,2023,Manitoba
2023-03-01,"Fort Smith, Northwest Territories","2,000 kilograms and under",NA,2023,Northwest Territories
2023-03-01,"Fort Smith, Northwest Territories","2,001 to 4,000 kilograms",NA,2023,Northwest Territories
2023-03-01,"Fort Smith, Northwest Territories","4,001 to 5,670 kilograms",NA,2023,Northwest Territories
2023-03-01,"Fort Smith, Northwest Territories","5,671 to 9,000 kilograms",NA,2023,Northwest Territories
2023-03-01,"Fort Smith, Northwest Territories","9,001 to 18,000 kilograms",NA,2023,Northwest Territories
2023-03-01,"Fort Smith, Northwest Territories","18,001 to 35,000 kilograms",NA,2023,Northwest Territories
2023-03-01,"Fort Smith, Northwest Territories","35,001 to 70,000 kilograms",NA,2023,Northwest Territories
2023-03-01,"Fort Smith, Northwest Territories","70,001 to 90,000 kilograms",NA,2023,Northwest Territories
2023-03-01,"Fort Smith, Northwest Territories","90,001 to 136,000 kilograms",NA,2023,Northwest Territories
2023-03-01,"Fort Smith, Northwest Territories","136,001 kilograms and over",NA,2023,Northwest Territories
2023-03-01,"Gaspé, Quebec","2,000 kilograms and under",2,2023,Quebec
2023-03-01,"Gaspé, Quebec","2,001 to 4,000 kilograms",18,2023,Quebec
2023-03-01,"Gaspé, Quebec","4,001 to 5,670 kilograms",12,2023,Quebec
2023-03-01,"Gaspé, Quebec","5,671 to 9,000 kilograms",10,2023,Quebec
2023-03-01,"Gaspé, Quebec","9,001 to 18,000 kilograms",132,2023,Quebec
2023-03-01,"Gaspé, Quebec","18,001 to 35,000 kilograms",40,2023,Quebec
2023-03-01,"Gaspé, Quebec","35,001 to 70,000 kilograms",NA,2023,Quebec
2023-03-01,"Gaspé, Quebec","70,001 to 90,000 kilograms",NA,2023,Quebec
2023-03-01,"Gaspé, Quebec","90,001 to 136,000 kilograms",NA,2023,Quebec
2023-03-01,"Gaspé, Quebec","136,001 kilograms and over",NA,2023,Quebec
2023-03-01,"Goose Bay, Newfoundland and Labrador","2,000 kilograms and under",180,2023,Newfoundland and Labrador
2023-03-01,"Goose Bay, Newfoundland and Labrador","2,001 to 4,000 kilograms",34,2023,Newfoundland and Labrador
2023-03-01,"Goose Bay, Newfoundland and Labrador","4,001 to 5,670 kilograms",973,2023,Newfoundland and Labrador
2023-03-01,"Goose Bay, Newfoundland and Labrador","5,671 to 9,000 kilograms",91,2023,Newfoundland and Labrador
2023-03-01,"Goose Bay, Newfoundland and Labrador","9,001 to 18,000 kilograms",147,2023,Newfoundland and Labrador
2023-03-01,"Goose Bay, Newfoundland and Labrador","18,001 to 35,000 kilograms",581,2023,Newfoundland and Labrador
2023-03-01,"Goose Bay, Newfoundland and Labrador","35,001 to 70,000 kilograms",23,2023,Newfoundland and Labrador
2023-03-01,"Goose Bay, Newfoundland and Labrador","70,001 to 90,000 kilograms",25,2023,Newfoundland and Labrador
2023-03-01,"Goose Bay, Newfoundland and Labrador","90,001 to 136,000 kilograms",NA,2023,Newfoundland and Labrador
2023-03-01,"Goose Bay, Newfoundland and Labrador","136,001 kilograms and over",19,2023,Newfoundland and Labrador
2023-03-01,"Havre St-Pierre, Quebec","2,000 kilograms and under",46,2023,Quebec
2023-03-01,"Havre St-Pierre, Quebec","2,001 to 4,000 kilograms",23,2023,Quebec
2023-03-01,"Havre St-Pierre, Quebec","4,001 to 5,670 kilograms",100,2023,Quebec
2023-03-01,"Havre St-Pierre, Quebec","5,671 to 9,000 kilograms",6,2023,Quebec
2023-03-01,"Havre St-Pierre, Quebec","9,001 to 18,000 kilograms",14,2023,Quebec
2023-03-01,"Havre St-Pierre, Quebec","18,001 to 35,000 kilograms",48,2023,Quebec
2023-03-01,"Havre St-Pierre, Quebec","35,001 to 70,000 kilograms",NA,2023,Quebec
2023-03-01,"Havre St-Pierre, Quebec","70,001 to 90,000 kilograms",NA,2023,Quebec
2023-03-01,"Havre St-Pierre, Quebec","90,001 to 136,000 kilograms",NA,2023,Quebec
2023-03-01,"Havre St-Pierre, Quebec","136,001 kilograms and over",NA,2023,Quebec
2023-03-01,"Hay River, Northwest Territories","2,000 kilograms and under",44,2023,Northwest Territories
2023-03-01,"Hay River, Northwest Territories","2,001 to 4,000 kilograms",22,2023,Northwest Territories
2023-03-01,"Hay River, Northwest Territories","4,001 to 5,670 kilograms",93,2023,Northwest Territories
2023-03-01,"Hay River, Northwest Territories","5,671 to 9,000 kilograms",64,2023,Northwest Territories
2023-03-01,"Hay River, Northwest Territories","9,001 to 18,000 kilograms",3,2023,Northwest Territories
2023-03-01,"Hay River, Northwest Territories","18,001 to 35,000 kilograms",176,2023,Northwest Territories
2023-03-01,"Hay River, Northwest Territories","35,001 to 70,000 kilograms",NA,2023,Northwest Territories
2023-03-01,"Hay River, Northwest Territories","70,001 to 90,000 kilograms",NA,2023,Northwest Territories
2023-03-01,"Hay River, Northwest Territories","90,001 to 136,000 kilograms",NA,2023,Northwest Territories
2023-03-01,"Hay River, Northwest Territories","136,001 kilograms and over",NA,2023,Northwest Territories
2023-03-01,"Island Lake, Manitoba","2,000 kilograms and under",399,2023,Manitoba
2023-03-01,"Island Lake, Manitoba","2,001 to 4,000 kilograms",46,2023,Manitoba
2023-03-01,"Island Lake, Manitoba","4,001 to 5,670 kilograms",751,2023,Manitoba
2023-03-01,"Island Lake, Manitoba","5,671 to 9,000 kilograms",8,2023,Manitoba
2023-03-01,"Island Lake, Manitoba","9,001 to 18,000 kilograms",18,2023,Manitoba
2023-03-01,"Island Lake, Manitoba","18,001 to 35,000 kilograms",182,2023,Manitoba
2023-03-01,"Island Lake, Manitoba","35,001 to 70,000 kilograms",NA,2023,Manitoba
2023-03-01,"Island Lake, Manitoba","70,001 to 90,000 kilograms",NA,2023,Manitoba
2023-03-01,"Island Lake, Manitoba","90,001 to 136,000 kilograms",NA,2023,Manitoba
2023-03-01,"Island Lake, Manitoba","136,001 kilograms and over",NA,2023,Manitoba
2023-03-01,"Kuujjuarapik, Quebec","2,000 kilograms and under",3,2023,Quebec
2023-03-01,"Kuujjuarapik, Quebec","2,001 to 4,000 kilograms",NA,2023,Quebec
2023-03-01,"Kuujjuarapik, Quebec","4,001 to 5,670 kilograms",174,2023,Quebec
2023-03-01,"Kuujjuarapik, Quebec","5,671 to 9,000 kilograms",10,2023,Quebec
2023-03-01,"Kuujjuarapik, Quebec","9,001 to 18,000 kilograms",152,2023,Quebec
2023-03-01,"Kuujjuarapik, Quebec","18,001 to 35,000 kilograms",191,2023,Quebec
2023-03-01,"Kuujjuarapik, Quebec","35,001 to 70,000 kilograms",12,2023,Quebec
2023-03-01,"Kuujjuarapik, Quebec","70,001 to 90,000 kilograms",NA,2023,Quebec
2023-03-01,"Kuujjuarapik, Quebec","90,001 to 136,000 kilograms",NA,2023,Quebec
2023-03-01,"Kuujjuarapik, Quebec","136,001 kilograms and over",NA,2023,Quebec
2023-03-01,"Lourdes-de-Blanc-Sablon, Quebec","2,000 kilograms and under",4,2023,Quebec
2023-03-01,"Lourdes-de-Blanc-Sablon, Quebec","2,001 to 4,000 kilograms",6,2023,Quebec
2023-03-01,"Lourdes-de-Blanc-Sablon, Quebec","4,001 to 5,670 kilograms",117,2023,Quebec
2023-03-01,"Lourdes-de-Blanc-Sablon, Quebec","5,671 to 9,000 kilograms",175,2023,Quebec
2023-03-01,"Lourdes-de-Blanc-Sablon, Quebec","9,001 to 18,000 kilograms",34,2023,Quebec
2023-03-01,"Lourdes-de-Blanc-Sablon, Quebec","18,001 to 35,000 kilograms",71,2023,Quebec
2023-03-01,"Lourdes-de-Blanc-Sablon, Quebec","35,001 to 70,000 kilograms",NA,2023,Quebec
2023-03-01,"Lourdes-de-Blanc-Sablon, Quebec","70,001 to 90,000 kilograms",NA,2023,Quebec
2023-03-01,"Lourdes-de-Blanc-Sablon, Quebec","90,001 to 136,000 kilograms",NA,2023,Quebec
2023-03-01,"Lourdes-de-Blanc-Sablon, Quebec","136,001 kilograms and over",NA,2023,Quebec
2023-03-01,"Moosonee, Ontario","2,000 kilograms and under",61,2023,Ontario
2023-03-01,"Moosonee, Ontario","2,001 to 4,000 kilograms",9,2023,Ontario
2023-03-01,"Moosonee, Ontario","4,001 to 5,670 kilograms",425,2023,Ontario
2023-03-01,"Moosonee, Ontario","5,671 to 9,000 kilograms",58,2023,Ontario
2023-03-01,"Moosonee, Ontario","9,001 to 18,000 kilograms",243,2023,Ontario
2023-03-01,"Moosonee, Ontario","18,001 to 35,000 kilograms",20,2023,Ontario
2023-03-01,"Moosonee, Ontario","35,001 to 70,000 kilograms",NA,2023,Ontario
2023-03-01,"Moosonee, Ontario","70,001 to 90,000 kilograms",NA,2023,Ontario
2023-03-01,"Moosonee, Ontario","90,001 to 136,000 kilograms",NA,2023,Ontario
2023-03-01,"Moosonee, Ontario","136,001 kilograms and over",NA,2023,Ontario
2023-03-01,"Muskoka, Ontario","2,000 kilograms and under",303,2023,Ontario
2023-03-01,"Muskoka, Ontario","2,001 to 4,000 kilograms",51,2023,Ontario
2023-03-01,"Muskoka, Ontario","4,001 to 5,670 kilograms",10,2023,Ontario
2023-03-01,"Muskoka, Ontario","5,671 to 9,000 kilograms",2,2023,Ontario
2023-03-01,"Muskoka, Ontario","9,001 to 18,000 kilograms",NA,2023,Ontario
2023-03-01,"Muskoka, Ontario","18,001 to 35,000 kilograms",2,2023,Ontario
2023-03-01,"Muskoka, Ontario","35,001 to 70,000 kilograms",3,2023,Ontario
2023-03-01,"Muskoka, Ontario","70,001 to 90,000 kilograms",2,2023,Ontario
2023-03-01,"Muskoka, Ontario","90,001 to 136,000 kilograms",NA,2023,Ontario
2023-03-01,"Muskoka, Ontario","136,001 kilograms and over",NA,2023,Ontario
2023-03-01,"Natashquan, Quebec","2,000 kilograms and under",20,2023,Quebec
2023-03-01,"Natashquan, Quebec","2,001 to 4,000 kilograms",42,2023,Quebec
2023-03-01,"Natashquan, Quebec","4,001 to 5,670 kilograms",102,2023,Quebec
2023-03-01,"Natashquan, Quebec","5,671 to 9,000 kilograms",131,2023,Quebec
2023-03-01,"Natashquan, Quebec","9,001 to 18,000 kilograms",NA,2023,Quebec
2023-03-01,"Natashquan, Quebec","18,001 to 35,000 kilograms",NA,2023,Quebec
2023-03-01,"Natashquan, Quebec","35,001 to 70,000 kilograms",NA,2023,Quebec
